ТН;ТБ;ГОСБ;кластер;сумма
00000000000001378623;Уральский банк;Свердловское ГОСБ;1;1035785723
00000000000000021336;Московский банк;Управление МБ по работе с предприятиями торговли;1;23352069015
00000000000002148500;Среднерусский банк;Северное ГОСБ;1;23376524822
00000000000000821241;Среднерусский банк;Северное ГОСБ;1;0
00000000000000018493;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;19538213988
00000000000001433221;Уральский банк;Челябинское ГОСБ;1;-5662415
00000000000000406065;Центрально-Черноземный банк;ГО по Воронежской области;1;29265398236
00000000000000850042;Московский банк;Управление МБ по работе с предприятиями инфраструктуры;1;28217491355
00000000000000328522;Волго-Вятский банк;Банк Татарстан ГОСБ;1;5741711954
00000000000001935623;Московский банк;Управление МБ по работе с предприятиями торговли;1;-6569502
00000000000000037964;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;19689491524
00000000000000707334;Северо-Западный банк;ГО по Ленинградской области;2;-2004640
00000000000001501732;Северо-Западный банк;ГО по Ленинградской области;2;0
00000000000000387270;Уральский банк;Свердловское ГОСБ;1;17966833284
00000000000002034660;Среднерусский банк;Ярославское ГОСБ;2;26392050410
00000000000002162207;Северо-Западный банк;Псковское ГОСБ;4;25375280969
00000000000000389660;Уральский банк;Аппарат Уральского банка;1;15833434434
00000000000000412993;Центрально-Черноземный банк;Курское ГОСБ;4;27594743337
00000000000001907093;Сибирский банк;Аппарат Сибирского банка;1;16194791347
00000000000000933757;Московский банк;Управление МБ по работе с предприятиями промышленности;1;21262571978
00000000000000933092;Северо-Западный банк;Аппарат Северо-Западного банка;1;3757678355
00000000000001779548;Уральский банк;Западно-Сибирское ГОСБ;2;19841786833
00000000000002132248;Дальневосточный банк;Приморское ГОСБ;1;4455354450
00000000000001334083;Северо-Западный банк;Архангельское ГОСБ;2;-1770782
00000000000000446034;Поволжский банк;Аппарат Поволжского банка;1;24753941794
00000000000000334869;Волго-Вятский банк;Чувашское ГОСБ;3;18267975767
00000000000000387695;Уральский банк;Свердловское ГОСБ;1;18822590086
00000000000000293869;Московский банк;Управление МБ по работе с предприятиями промышленности;1;17041546379
00000000000000611907;Среднерусский банк;Северное ГОСБ;1;2160754428
00000000000000099019;Уральский банк;Югорское отделение;1;17142147117
00000000000001970820;Поволжский банк;Самарское ГОСБ;1;-4440434
00000000000000763171;Юго-Западный банк;Ростовское ГОСБ;1;-153524
00000000000001813416;Поволжский банк;Оренбургское ГОСБ;2;5068707534
00000000000001813916;Волго-Вятский банк;ГО по Нижегородской области;1;18407238508
00000000000000961035;Северо-Западный банк;Аппарат Северо-Западного банка;1;28438895969
00000000000001586884;Сибирский банк;Томское ГОСБ;4;-7118868
00000000000000679832;Северо-Западный банк;ГО по Санкт-Петербургу;1;4513063919
00000000000000875727;Московский банк;Управление МБ по работе с предприятиями инфраструктуры;1;25386327830
00000000000001652159;Московский банк;Управление МБ по работе с предприятиями промышленности;1;5158538588
00000000000000627901;Среднерусский банк;Тверское ГОСБ;3;15498924353
00000000000001153057;Волго-Вятский банк;Аппарат Волго-Вятского банка;1;27106300736
00000000000000851744;Уральский банк;Аппарат Уральского банка;1;-4591812
00000000000000859373;Уральский банк;Свердловское ГОСБ;1;28816753374
00000000000001135228;Волго-Вятский банк;Удмуртское ГОСБ;2;13307747600
00000000000000819032;Юго-Западный банк;Краснодарское ГОСБ;1;-6446565
00000000000001694016;Юго-Западный банк;Краснодарское ГОСБ;1;13214879038
00000000000001719359;Московский банк;Управление МБ по работе с предприятиями транспорта;1;29650757203
00000000000001871398;Байкальский банк;Иркутское ГОСБ;1;7725257225
00000000000000004155;Московский банк;Управление МБ по работе с предприятиями транспорта;1;25843017474
00000000000001553694;Сибирский банк;Новосибирское ГОСБ;1;3222576892
00000000000001373780;Северо-Западный банк;Карельское ГОСБ;4;18839479382
00000000000000123616;Байкальский банк;Аппарат Байкальского Банка;1;28022615712
00000000000001759171;Московский банк;Управление МБ по работе с предприятиями сферы услуг;1;24678342102
00000000000000332652;Волго-Вятский банк;Кировское ГОСБ;3;6106378588
00000000000000872379;Центрально-Черноземный банк;Тамбовское ГОСБ;4;26241519786
00000000000000380056;Уральский банк;Аппарат Уральского банка;1;21120798532
00000000000000942979;Среднерусский банк;Аппарат Среднерусского банка;1;6286435067
00000000000000755231;Юго-Западный банк;Аппарат Юго-Западного банка;1;10690187017
00000000000001845054;Волго-Вятский банк;Банк Татарстан ГОСБ;1;14352436736
00000000000002019011;Северо-Западный банк;ГО по Ленинградской области;2;5513334852
00000000000001479517;Уральский банк;Югорское отделение;1;27680520905
00000000000002134789;Уральский банк;Аппарат Уральского банка;1;24545150330
00000000000001622829;Среднерусский банк;Южное ГОСБ;1;1822682077
00000000000000779288;Юго-Западный банк;Ростовское ГОСБ;1;1206424224
00000000000000902353;Поволжский банк;Самарское ГОСБ;1;25233948961
00000000000001591669;Юго-Западный банк;Ставропольское ГОСБ;1;13615867709
00000000000002089354;Сибирский банк;Новосибирское ГОСБ;1;14677668520
00000000000001992581;Северо-Западный банк;ГО по Ленинградской области;2;10751968163
00000000000002090282;Среднерусский банк;Южное ГОСБ;1;19306171118
00000000000001316305;Уральский банк;Свердловское ГОСБ;1;17340208847
00000000000001338826;Волго-Вятский банк;Аппарат Волго-Вятского банка;1;10633473453
00000000000001012562;Уральский банк;Ямало-Ненецкое отделение;4;4854220393
00000000000001713675;Московский банк;Управление МБ по работе с предприятиями инфраструктуры;1;19627307239
00000000000001635434;Московский банк;Управление МБ по работе с предприятиями сферы услуг;1;22851048719
00000000000000410846;Центрально-Черноземный банк;Белгородское ГОСБ;2;29897115350
00000000000000388117;Уральский банк;Свердловское ГОСБ;1;14628357634
00000000000001590418;Московский банк;Управление МБ по работе с предприятиями торговли;1;13705013137
00000000000000396985;Поволжский банк;Астраханское ГОСБ;4;-6010372
00000000000000024462;Московский банк;Управление МБ по работе с предприятиями промышленности;1;0
00000000000002115087;Московский банк;Управление МБ по работе с предприятиями торговли;1;0
00000000000000297132;Среднерусский банк;Костромское ГОСБ;4;14776724355
00000000000000979438;Сибирский банк;Новосибирское ГОСБ;1;8818617386
00000000000000108096;Сибирский банк;Омское ГОСБ;2;0
00000000000001748324;Среднерусский банк;Северное ГОСБ;1;17196268135
00000000000001689552;Волго-Вятский банк;Пермское ГОСБ;1;15536546313
00000000000001325545;Юго-Западный банк;Краснодарское ГОСБ;1;1173793375
00000000000001687599;Среднерусский банк;Ярославское ГОСБ;2;10232090777
00000000000000402032;Центрально-Черноземный банк;Курское ГОСБ;4;6616428961
00000000000000012522;Московский банк;Управление МБ по работе с предприятиями инфраструктуры;1;6137350053
00000000000001201777;Среднерусский банк;Северное ГОСБ;1;-3379379
00000000000001384701;Поволжский банк;Пензенское ГОСБ;3;6535333319
00000000000001563706;Байкальский банк;Иркутское ГОСБ;1;6606668636
00000000000002089100;Байкальский банк;Иркутское ГОСБ;1;25898046306
00000000000001195280;Волго-Вятский банк;Банк Татарстан ГОСБ;1;22758234947
00000000000000882969;Сибирский банк;Алтайское ГОСБ;2;16982491550
00000000000000328037;Волго-Вятский банк;Банк Татарстан ГОСБ;1;28692678659
00000000000000868488;Уральский банк;Югорское отделение;1;11866810052
00000000000001744313;Дальневосточный банк;Камчатское ГОСБ;4;24687704644
00000000000001488386;Северо-Западный банк;ГО по Санкт-Петербургу;1;7494380505
00000000000001940209;Юго-Западный банк;Краснодарское ГОСБ;1;0
00000000000001405988;Сибирский банк;Красноярское ГОСБ;1;-679549
00000000000000924618;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;10896737848
00000000000000121238;Байкальский банк;Иркутское ГОСБ;1;0
00000000000001895376;Московский банк;Управление МБ по работе с предприятиями торговли;1;24169017850
00000000000001189079;Юго-Западный банк;Ростовское ГОСБ;1;15883349221
00000000000000646092;Уральский банк;Свердловское ГОСБ;1;18626257026
00000000000000337234;Волго-Вятский банк;Чувашское ГОСБ;3;13281540198
00000000000001776871;Дальневосточный банк;Хабаровское ГОСБ;2;-9878996
00000000000001743202;Среднерусский банк;Тульское ГОСБ;2;10364644948
00000000000001040205;Юго-Западный банк;Ростовское ГОСБ;1;13938765778
00000000000001699352;Сибирский банк;Новосибирское ГОСБ;1;-8224875
00000000000001976238;Московский банк;Управление МБ по работе с предприятиями торговли;1;13418787510
00000000000000677988;Северо-Западный банк;ГО по Ленинградской области;2;15930754465
00000000000000349330;Сибирский банк;Томское ГОСБ;4;12929448437
00000000000000863053;Среднерусский банк;Южное ГОСБ;1;-9862135
00000000000001342497;Центрально-Черноземный банк;ГО по Воронежской области;1;3704577297
00000000000001141028;Среднерусский банк;Ярославское ГОСБ;2;10706090250
00000000000001287356;Волго-Вятский банк;Удмуртское ГОСБ;2;84152293
00000000000001418444;Сибирский банк;Аппарат Сибирского банка;1;11212957505
00000000000000300028;Среднерусский банк;Ярославское ГОСБ;2;9925860611
00000000000001862031;Байкальский банк;Бурятское ГОСБ;4;15132395721
00000000000001474467;Московский банк;Управление МБ по работе с предприятиями торговли;1;-2392486
00000000000000414575;Центрально-Черноземный банк;Тамбовское ГОСБ;4;14116617638
00000000000002023010;Дальневосточный банк;Благовещенское ГОСБ;3;21308920762
00000000000001777662;Уральский банк;Челябинское ГОСБ;1;16525577746
00000000000000448369;Поволжский банк;Оренбургское ГОСБ;2;20310066412
00000000000002030931;Сибирский банк;Красноярское ГОСБ;1;27897632619
00000000000000316079;Волго-Вятский банк;Аппарат Волго-Вятского банка;1;-9020624
00000000000001810061;Дальневосточный банк;Приморское ГОСБ;1;2649569001
00000000000001737332;Уральский банк;Аппарат Уральского банка;1;2039465046
00000000000001394994;Уральский банк;Западно-Сибирское ГОСБ;2;29177859368
00000000000002110946;Среднерусский банк;Аппарат Среднерусского банка;1;23939055929
00000000000001042720;Волго-Вятский банк;ГО по Нижегородской области;1;26693224969
00000000000000683369;Северо-Западный банк;ГО по Санкт-Петербургу;1;0
00000000000001380795;Центрально-Черноземный банк;ГО по Воронежской области;1;8964238532
00000000000000350578;Сибирский банк;Томское ГОСБ;4;11401957114
00000000000002009163;Поволжский банк;Оренбургское ГОСБ;2;11038098560
00000000000000391857;Поволжский банк;Ульяновское ГОСБ;3;22684614511
00000000000000449911;Поволжский банк;Саратовское ГОСБ;2;-138892
00000000000002170101;Уральский банк;Челябинское ГОСБ;1;12922675300
00000000000000366442;Среднерусский банк;Брянское ГОСБ;3;22862263466
00000000000001191888;Среднерусский банк;Ярославское ГОСБ;2;-1557586
00000000000001698676;Центрально-Черноземный банк;Аппарат Центрально-Черноземного банка;1;14529564909
00000000000001898127;Московский банк;Управление МБ по работе с предприятиями промышленности;1;8760989240
00000000000001543179;Среднерусский банк;Восточное ГОСБ;1;10349816843
00000000000002239647;Северо-Западный банк;Калининградское ГОСБ;3;7942833118
00000000000000860957;Северо-Западный банк;Калининградское ГОСБ;3;27683935983
00000000000001693179;Юго-Западный банк;Ростовское ГОСБ;1;9426774642
00000000000001010871;Сибирский банк;Красноярское ГОСБ;1;2574059660
00000000000001703058;Среднерусский банк;Западное ГОСБ;1;2482893200
00000000000001785499;Среднерусский банк;Южное ГОСБ;1;6794000772
00000000000001852660;Московский банк;Управление МБ по работе с предприятиями промышленности;1;-5980913
00000000000000898172;Поволжский банк;Волгоградское ГОСБ;2;7459130502
00000000000001352324;Среднерусский банк;Западное ГОСБ;1;22612725381
00000000000001823255;Московский банк;Управление МБ по работе с предприятиями транспорта;1;9181215371
00000000000000400625;Московский банк;Управление МБ по работе с предприятиями торговли;1;-4922444
00000000000000124854;Байкальский банк;Иркутское ГОСБ;1;13923271069
00000000000001774632;Среднерусский банк;Северное ГОСБ;1;19079305667
00000000000001742358;Северо-Западный банк;ГО по Санкт-Петербургу;1;25664344822
00000000000000693383;Северо-Западный банк;ГО по Санкт-Петербургу;1;20175659651
00000000000000322121;Северо-Западный банк;ГО по Ленинградской области;2;-1372406
00000000000000814756;Среднерусский банк;Смоленское ГОСБ;4;0
00000000000001612717;Уральский банк;Челябинское ГОСБ;1;7841262266
00000000000000369258;Среднерусский банк;Калужское ГОСБ;3;14543929150
00000000000001957391;Московский банк;Управление МБ по работе с предприятиями торговли;1;5892337225
00000000000001765140;Московский банк;Управление МБ по работе с предприятиями промышленности;1;29512194356
00000000000001959432;Уральский банк;Свердловское ГОСБ;1;-2069610
00000000000002146588;Поволжский банк;Самарское ГОСБ;1;24728432084
00000000000002220494;Северо-Западный банк;Архангельское ГОСБ;2;-6205226
00000000000001154892;Сибирский банк;Аппарат Сибирского банка;1;22691181719
00000000000002186460;Юго-Западный банк;Краснодарское ГОСБ;1;3846152530
00000000000001289195;Юго-Западный банк;Ростовское ГОСБ;1;14811520320
00000000000000548141;Поволжский банк;Самарское ГОСБ;1;28300552075
00000000000000448112;Поволжский банк;Оренбургское ГОСБ;2;-6368316
00000000000001282876;Среднерусский банк;Восточное ГОСБ;1;300419609
00000000000002212492;Среднерусский банк;Ивановское ГОСБ;4;-5904303
00000000000001195887;Московский банк;Управление МБ по работе с предприятиями сферы услуг;1;10234454920
00000000000001494455;Московский банк;Управление МБ по работе с предприятиями сферы услуг;1;26043550471
00000000000000415855;Среднерусский банк;Западное ГОСБ;1;3650849289
00000000000001295217;Юго-Западный банк;Ростовское ГОСБ;1;-3564043
00000000000000506829;Волго-Вятский банк;Владимирское ГОСБ;3;27814477612
00000000000001776938;Северо-Западный банк;ГО по Санкт-Петербургу;1;-1099821
00000000000001607266;Среднерусский банк;Тульское ГОСБ;2;7848359305
00000000000000928631;Байкальский банк;Бурятское ГОСБ;4;18397997053
00000000000001960841;Уральский банк;Ямало-Ненецкое отделение;4;25130010237
00000000000000406320;Центрально-Черноземный банк;ГО по Воронежской области;1;19074437442
00000000000001797243;Уральский банк;Свердловское ГОСБ;1;23151534809
00000000000001819651;Юго-Западный банк;Аппарат Юго-Западного банка;1;2079049723
00000000000001965174;Юго-Западный банк;Краснодарское ГОСБ;1;17620724683
00000000000001671878;Дальневосточный банк;Приморское ГОСБ;1;15043220499
00000000000001594534;Центральный аппарат;;0;10314724492
00000000000002096701;Центрально-Черноземный банк;Аппарат Центрально-Черноземного банка;1;10872249549
00000000000001454911;Байкальский банк;Аппарат Байкальского Банка;1;29027601448
00000000000001590413;Среднерусский банк;Тульское ГОСБ;2;7560349072
00000000000000104062;Волго-Вятский банк;ГО по Нижегородской области;1;259719500
00000000000000408910;Центрально-Черноземный банк;Курское ГОСБ;4;14251875136
00000000000001130076;Байкальский банк;Аппарат Байкальского Банка;1;-5396765
00000000000001785331;Волго-Вятский банк;Пермское ГОСБ;1;22638235434
00000000000002235477;Поволжский банк;Саратовское ГОСБ;2;22067699591
00000000000000418024;Уральский банк;Челябинское ГОСБ;1;5387588047
00000000000000312602;Юго-Западный банк;Ставропольское ГОСБ;1;687267442
00000000000001976708;Северо-Западный банк;ГО по Ленинградской области;2;5559401658
00000000000000770862;Юго-Западный банк;Краснодарское ГОСБ;1;17557433531
00000000000000934098;Волго-Вятский банк;Аппарат Волго-Вятского банка;1;27335751189
00000000000002114988;Уральский банк;Башкирское ГОСБ;1;5930697468
00000000000000351146;Сибирский банк;Алтайское ГОСБ;2;27286605715
00000000000001771038;Среднерусский банк;Южное ГОСБ;1;2042534182
00000000000000770787;Юго-Западный банк;Краснодарское ГОСБ;1;23200260852
00000000000001334559;Юго-Западный банк;ГО по Республике Крым;5;15157573810
00000000000000402285;Центрально-Черноземный банк;Орловское ГОСБ;4;23097630334
00000000000000381650;Уральский банк;Свердловское ГОСБ;1;24681091797
00000000000001117996;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;18935216079
00000000000001911683;Московский банк;Управление МБ по работе с предприятиями торговли;1;26909432133
00000000000001558582;Московский банк;Управление МБ по работе с предприятиями транспорта;1;27648183305
00000000000000376428;Уральский банк;Свердловское ГОСБ;1;18066630622
00000000000002232837;Среднерусский банк;Восточное ГОСБ;1;190230455
00000000000000955025;Уральский банк;Аппарат Уральского банка;1;25632705388
00000000000002240196;Московский банк;Управление МБ по работе с предприятиями инфраструктуры;1;858912675
00000000000000996787;Юго-Западный банк;Краснодарское ГОСБ;1;-8326362
00000000000002094104;Северо-Западный банк;Аппарат территориального банка;0;19873452104
00000000000000110677;Сибирский банк;Омское ГОСБ;2;18981685118
00000000000001911008;Поволжский банк;Аппарат Поволжского банка;1;18446680147
00000000000002215874;Центрально-Черноземный банк;Липецкое ГОСБ;3;27552279515
00000000000001221137;Среднерусский банк;Южное ГОСБ;1;27299462505
00000000000002079189;Юго-Западный банк;Краснодарское ГОСБ;1;15259985652
00000000000001824724;Среднерусский банк;Западное ГОСБ;1;17499530458
00000000000000903540;Уральский банк;Курганское ГОСБ;4;16570631611
00000000000001743677;Северо-Западный банк;Коми ГОСБ;4;14600373057
00000000000001078635;Северо-Западный банк;Аппарат Северо-Западного банка;1;17827196320
00000000000000112668;Уральский банк;Югорское отделение;1;-2134471
00000000000001458934;Центрально-Черноземный банк;Липецкое ГОСБ;3;18221264615
00000000000001678299;Московский банк;Управление МБ по работе с предприятиями торговли;1;16669302931
00000000000001442276;Сибирский банк;Новосибирское ГОСБ;1;-2556459
00000000000000121782;Байкальский банк;Иркутское ГОСБ;1;29605236577
00000000000000409178;Центрально-Черноземный банк;Белгородское ГОСБ;2;21371997905
00000000000001453811;Уральский банк;Западно-Сибирское ГОСБ;2;6154966053
00000000000001266113;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;12733662014
00000000000000389529;Уральский банк;Башкирское ГОСБ;1;25573769792
00000000000001876814;Волго-Вятский банк;Банк Татарстан ГОСБ;1;11427724778
00000000000000385825;Уральский банк;Свердловское ГОСБ;1;-2165821
00000000000001402528;Волго-Вятский банк;ГО по Нижегородской области;1;26701815566
00000000000001114468;Дальневосточный банк;Южно-Сахалинское ГОСБ;3;7870369163
00000000000001735156;Московский банк;Управление МБ по работе с предприятиями сферы услуг;1;23349446867
00000000000001223838;Поволжский банк;Ульяновское ГОСБ;3;20325463613
00000000000000761384;Юго-Западный банк;Краснодарское ГОСБ;1;14397823332
00000000000002019393;Поволжский банк;Самарское ГОСБ;1;14868691805
00000000000001771377;Московский банк;Управление МБ по работе с предприятиями сферы услуг;1;789159819
00000000000000110298;Байкальский банк;Иркутское ГОСБ;1;12366224637
00000000000002021670;Среднерусский банк;Северное ГОСБ;1;5692243497
00000000000001237257;Московский банк;Управление МБ по работе с предприятиями торговли;1;11089913990
00000000000000750261;Юго-Западный банк;Аппарат Юго-Западного банка;1;14361440700
00000000000000368620;Среднерусский банк;Южное ГОСБ;1;-7261968
00000000000001830166;Дальневосточный банк;Южно-Сахалинское ГОСБ;3;16029529964
00000000000002205659;Юго-Западный банк;Ростовское ГОСБ;1;23657448982
00000000000000413965;Среднерусский банк;Западное ГОСБ;1;8605359180
00000000000001786269;Северо-Западный банк;ГО по Санкт-Петербургу;1;27316530997
00000000000000376974;Уральский банк;Челябинское ГОСБ;1;8717167985
00000000000001550349;Волго-Вятский банк;Пермское ГОСБ;1;12740654751
00000000000000523097;Московский банк;Управление МБ по работе с предприятиями сферы услуг;1;27835889532
00000000000000412956;Центрально-Черноземный банк;Белгородское ГОСБ;2;22034224352
00000000000001379642;Среднерусский банк;Смоленское ГОСБ;4;-9205121
00000000000000411898;Центрально-Черноземный банк;Курское ГОСБ;4;29491078010
00000000000000347307;Сибирский банк;Кемеровское ГОСБ;1;23246539891
00000000000001232069;Сибирский банк;Омское ГОСБ;2;-5548397
00000000000000381709;Уральский банк;Свердловское ГОСБ;1;26606532773
00000000000000370759;Московский банк;Управление МБ по работе с предприятиями торговли;1;29506525464
00000000000000454360;Поволжский банк;Саратовское ГОСБ;2;-1891678
00000000000002240703;Среднерусский банк;Северное ГОСБ;1;-7739636
00000000000001439873;Байкальский банк;Аппарат Байкальского Банка;1;5421593910
00000000000001635400;Волго-Вятский банк;Кировское ГОСБ;3;18786918523
00000000000000748494;Юго-Западный банк;Аппарат Юго-Западного банка;1;15995009667
00000000000000349209;Сибирский банк;Кемеровское ГОСБ;1;18949339067
00000000000001134981;Поволжский банк;Волгоградское ГОСБ;2;18584943331
00000000000002016904;Дальневосточный банк;Южно-Сахалинское ГОСБ;3;5572650685
00000000000001728321;Московский банк;Управление МБ по работе с предприятиями транспорта;1;15398281836
00000000000002235548;Московский банк;Управление МБ по работе с предприятиями инфраструктуры;1;15326386062
00000000000000337050;Волго-Вятский банк;Чувашское ГОСБ;3;-9756851
00000000000001765464;Северо-Западный банк;ГО по Санкт-Петербургу;1;22321440159
00000000000000617954;Уральский банк;Башкирское ГОСБ;1;13000384030
00000000000001233213;Уральский банк;Башкирское ГОСБ;1;27238674789
00000000000000310727;Юго-Западный банк;Ставропольское ГОСБ;1;21618124292
00000000000001757465;Юго-Западный банк;Краснодарское ГОСБ;1;12663579453
00000000000001578671;Московский банк;Управление МБ по работе с предприятиями торговли;1;27743056219
00000000000000415602;Центрально-Черноземный банк;Белгородское ГОСБ;2;-2204810
00000000000002096032;Северо-Западный банк;ГО по Санкт-Петербургу;1;-3851845
00000000000000377145;Уральский банк;Курганское ГОСБ;4;2801629251
00000000000002241213;Уральский банк;Свердловское ГОСБ;1;-5390175
00000000000000355097;Сибирский банк;Алтайское ГОСБ;2;2987533394
00000000000000400215;Центрально-Черноземный банк;Курское ГОСБ;4;23353333292
00000000000002008864;Среднерусский банк;Восточное ГОСБ;1;23103588074
00000000000001855705;Уральский банк;Свердловское ГОСБ;1;7671125396
00000000000001011695;Волго-Вятский банк;Банк Татарстан ГОСБ;1;9335466638
00000000000001459859;Московский банк;Управление МБ по работе с предприятиями транспорта;1;-9552284
00000000000001750088;Юго-Западный банк;Краснодарское ГОСБ;1;20105922821
00000000000000804034;Северо-Западный банк;Коми ГОСБ;4;0
00000000000001369075;Среднерусский банк;Северное ГОСБ;1;8266535122
00000000000001759747;Юго-Западный банк;Краснодарское ГОСБ;1;14924009271
00000000000001776355;Волго-Вятский банк;ГО по Нижегородской области;1;15308769047
00000000000000297595;Среднерусский банк;Ярославское ГОСБ;2;12856412807
00000000000000790781;Волго-Вятский банк;Пермское ГОСБ;1;4828032568
00000000000002098267;Среднерусский банк;Восточное ГОСБ;1;22017285284
00000000000001218174;Среднерусский банк;Восточное ГОСБ;1;18952104395
00000000000000756773;Юго-Западный банк;Краснодарское ГОСБ;1;15639136730
00000000000000375065;Уральский банк;Курганское ГОСБ;4;2441021850
00000000000001081937;Уральский банк;Аппарат Уральского банка;1;-6805045
00000000000002152773;Московский банк;Управление МБ по работе с предприятиями промышленности;1;2473938244
00000000000000273299;Сибирский банк;Красноярское ГОСБ;1;9847646080
00000000000001201361;Поволжский банк;Волгоградское ГОСБ;2;28131073453
00000000000000344109;Сибирский банк;Алтайское ГОСБ;2;4059316931
00000000000000412361;Центрально-Черноземный банк;Аппарат Центрально-Черноземного банка;1;3257660577
00000000000002034791;Поволжский банк;Аппарат Поволжского банка;1;15796915083
00000000000000975219;Северо-Западный банк;ГО по Ленинградской области;2;7086603668
00000000000000940822;Сибирский банк;Новосибирское ГОСБ;1;4936114250
00000000000001465591;Волго-Вятский банк;Удмуртское ГОСБ;2;19205583380
00000000000001390693;Волго-Вятский банк;Удмуртское ГОСБ;2;-6140151
00000000000000945965;Юго-Западный банк;ГО по Республике Крым;5;-6297554
00000000000000951932;Поволжский банк;Пензенское ГОСБ;3;-2365233
00000000000002197493;Юго-Западный банк;Ростовское ГОСБ;1;-7995696
00000000000001846649;Уральский банк;Свердловское ГОСБ;1;22046982474
00000000000001060205;Центрально-Черноземный банк;Аппарат Центрально-Черноземного банка;1;22807049667
00000000000001893769;Волго-Вятский банк;Банк Татарстан ГОСБ;1;-8057224
00000000000002148963;Дальневосточный банк;Хабаровское ГОСБ;2;24638019186
00000000000000369819;Среднерусский банк;Тульское ГОСБ;2;14058501055
00000000000002088060;Юго-Западный банк;Аппарат Юго-Западного банка;1;20555467636
00000000000002217329;Центрально-Черноземный банк;Курское ГОСБ;4;24368108282
00000000000000106243;Уральский банк;Западно-Сибирское ГОСБ;2;17563041942
00000000000000406120;Центрально-Черноземный банк;ГО по Воронежской области;1;1161241688
00000000000000802123;Волго-Вятский банк;Пермское ГОСБ;1;5790540957
00000000000002219454;Московский банк;Управление МБ по работе с предприятиями инфраструктуры;1;19056968874
00000000000001781023;Уральский банк;Башкирское ГОСБ;1;-317019
00000000000001760425;Московский банк;Управление МБ по работе с предприятиями сферы услуг;1;22016252220
00000000000001935775;Уральский банк;Югорское отделение;1;-7985767
00000000000001773001;Сибирский банк;Аппарат Сибирского банка;1;16898090842
00000000000001861127;Юго-Западный банк;Краснодарское ГОСБ;1;16634185061
00000000000000347342;Сибирский банк;Алтайское ГОСБ;2;11954250181
00000000000001066602;Сибирский банк;Абаканское ГОСБ;5;0
00000000000001980140;Уральский банк;Башкирское ГОСБ;1;1229047539
00000000000000335345;Волго-Вятский банк;Владимирское ГОСБ;3;16448829284
00000000000002085758;Волго-Вятский банк;ГО по Нижегородской области;1;15262310979
00000000000000957333;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;0
00000000000000763129;Юго-Западный банк;Ростовское ГОСБ;1;15339976564
00000000000001445150;Сибирский банк;Кемеровское ГОСБ;1;11346235076
00000000000001849320;Поволжский банк;Саратовское ГОСБ;2;27460714357
00000000000001600081;Дальневосточный банк;Приморское ГОСБ;1;26654070262
00000000000001672769;Поволжский банк;Самарское ГОСБ;1;3561492583
00000000000001360275;Поволжский банк;Волгоградское ГОСБ;2;12971429175
00000000000000752239;Юго-Западный банк;Ростовское ГОСБ;1;12838376056
00000000000001513966;Поволжский банк;Самарское ГОСБ;1;-5454865
00000000000002023505;Уральский банк;Западно-Сибирское ГОСБ;2;28296457849
00000000000001843141;Сибирский банк;Аппарат Сибирского банка;1;2000903585
00000000000001320881;Центрально-Черноземный банк;ГО по Луганской Народной Республике;5;28665547686
00000000000000457443;Московский банк;Управление МБ по работе с предприятиями промышленности;1;14016873269
00000000000001771191;Поволжский банк;Саратовское ГОСБ;2;17330012880
00000000000002113143;Московский банк;Управление МБ по работе с предприятиями торговли;1;26868543572
00000000000000385831;Уральский банк;Свердловское ГОСБ;1;6671125539
00000000000000889653;Московский банк;Управление МБ по работе с предприятиями торговли;1;25764768190
00000000000000934984;Центрально-Черноземный банк;Орловское ГОСБ;4;15364505144
00000000000000411056;Центрально-Черноземный банк;ГО по Воронежской области;1;-1312426
00000000000000939334;Сибирский банк;Красноярское ГОСБ;1;7441235981
00000000000001267570;Волго-Вятский банк;Пермское ГОСБ;1;2266627822
00000000000001999330;Среднерусский банк;Северное ГОСБ;1;8958672627
00000000000001991111;Уральский банк;Западно-Сибирское ГОСБ;2;3335067685
00000000000002155200;Московский банк;Управление МБ по работе с предприятиями инфраструктуры;1;14409380789
00000000000001676912;Центрально-Черноземный банк;Аппарат Центрально-Черноземного банка;1;28894481972
00000000000000455944;Поволжский банк;Саратовское ГОСБ;2;21887292491
00000000000001810022;Московский банк;Аппарат территориального банка;0;28018315955
00000000000000337982;Волго-Вятский банк;Владимирское ГОСБ;3;9126130510
00000000000000406972;Северо-Западный банк;ГО по Санкт-Петербургу;1;28788645960
00000000000000795783;Волго-Вятский банк;Аппарат Волго-Вятского банка;1;21383833517
00000000000001812402;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;1984463701
00000000000002077827;Среднерусский банк;Южное ГОСБ;1;12191765945
00000000000001714767;Московский банк;Управление МБ по работе с предприятиями сферы недвижимости;1;13431858707
00000000000001809210;Сибирский банк;Красноярское ГОСБ;1;2285226441
00000000000000281615;Сибирский банк;Красноярское ГОСБ;1;11724973982
00000000000001145125;Северо-Западный банк;ГО по Санкт-Петербургу;1;-5117160
